objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Minos: Dawn of the Bronze Age – New Building Powers Promo","430035","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135954669","5.529","7.47028","3","0","526","thing","Minos: Dawn of the Bronze Age – New Building Powers Promo","1","4","0","0","0","2024","1,2,3","2","","","","","","","","expansion","","","","","","","","","","","","Board&Dice","English","2024","English edition"
"Minos: Dawn of the Bronze Age – New Decree Cards promo","430163","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135954668","0","7.51792","4","0","406","thing","Minos: Dawn of the Bronze Age – New Decree Cards promo","1","4","150","150","90","2024","1,2,3","2","","","","","","","","expansion","","","","","","","","","","","","Board&Dice","English","2024","English edition"
"Minos: Dawn of the Bronze Age – New Vase Tiles Promo","453098","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135954663","0","7.83333","0","0","124","thing","Minos: Dawn of the Bronze Age – New Vase Tiles Promo","1","4","0","0","0","2025","","","","","","","","","","expansion","","","","","","","","","","","","Board&Dice","English","2025","English edition"
"Mission Pas Possible","171273","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","50601970","6.66054","6.98148","1.6628","990","13958","thing","FUSE","1","5","10","10","10","2015","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","P1","2021-07-11","","","",""
"Mistwind","366251","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","122354623","6.10077","7.66222","3.1346","2652","1953","thing","Mistwind","1","5","120","120","75","2024","2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","First Fish Games","English","2024","English edition"
"Miyabi","285533","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","71583139","6.36282","7.43349","2.0357","1680","3335","thing","Miyabi","2","4","45","45","45","2019","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","C","","HABA","Dutch; French","2019","Dutch/French edition (Dutch packaging)"
"MLEM: Space Agency","387378","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","113517397","6.66389","7.15183","1.7453","982","10840","thing","MLEM: Space Agency","2","5","60","60","30","2024","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Studio","English; French","2024","English/French edition"
"Mojo","395846","0","0","0","1","0","0","0","0","0","0","0","3","Gamefound","","","","","120325788","5.58608","5.94652","1.4167","10208","783","thing","Mojo","3","8","30","30","30","2024","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","25th Century Games","English","2024","English edition"
"Mombasa","172386","8.5","0","0","1","0","0","0","0","0","0","0","1","","","","","","38705323","7.47563","7.83701","3.8873","144","15318","thing","Mombasa","2","4","150","150","75","2015","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B4","2024-09-09","","","",""
"Movers & Shakers","452211","0","1","0","1","0","0","0","0","0","1","0","3","Gamefound","","","","","138357933","5.69277","7.23344","3.0435","6474","61","thing","Movers & Shakers","1","4","120","120","60","2026","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Quined Games","English","2026","English edition"
"Movers & Shakers: Promo Cards","457762","0","0","0","1","0","0","0","0","0","1","0","3","Gamefound","","","","","138357938","0","6.93333","0","0","12","thing","Movers & Shakers: Promo Cards","1","4","120","120","60","2026","","","","","","","","","","expansion","","","","","","","","","","","","Quined Games","Chinese; Dutch; English; French; German; Italian; Japanese; Portuguese","2026","First printing"
"Mur d'Hadrien","304783","8.5","2","0","1","0","0","0","0","0","0","0","3","EspaceJeux Nov14","","","","","87576895","7.4082","7.87204","3.1711","170","17705","thing","Hadrian's Wall","1","6","60","60","30","2021","1,2,3","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Garphill Games","French","2021","French first edition"
"My Little Scythe","226320","0","10","0","1","0","0","0","0","0","0","0","3","","","","","","51405583","6.70187","7.19638","2.0299","919","14029","thing","My Little Scythe","1","6","60","60","45","2018","1,2,3,4,5,6","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","Enfants","","","","",""
"Myrmes: Colony Tiles","149950","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","28018858","5.59153","7.30008","3.5556","0","687","thing","Myrmes: Colony Tiles","2","4","90","90","90","2013","4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Mytikas","382676","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","132892215","5.58859","7.36203","2.3333","10039","382","thing","Mytikas","2","4","60","60","30","2023","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funnyfox","French","2023","French edition"
"Natera: New Beginning","379761","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","132008682","5.89734","7.94845","3.1143","3898","844","thing","Natera: New Beginning","1","4","120","120","60","2025","2,3,4","3","12+","","","","","","","standalone","","","","","","","","","","","","Horizon Games","French","2025","French edition"
"Near and Far / Above and Below / Islebound: Secret Cabal Character Tiles","244304","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","78265280","5.52682","7.30769","0","0","295","thing","Near and Far / Above and Below / Islebound: Secret Cabal Character Tiles","2","4","120","120","60","2017","","","","","","","","","","expansion","","","","","","","","","","","","Red Raven Games","English","2017","English edition"
"Near And Far: Rodney & Pep Watch It Played Character Tiles","234361","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","78265295","5.52544","7.27105","0","0","303","thing","Near And Far: Rodney & Pep Watch It Played Character Tiles","0","0","0","0","0","2017","","","","","","","","","","expansion","","","","","","","","","","","","Red Raven Games","(neutral)","2017","First edition"
"Nekojima","359029","7.2","6","0","1","0","0","0","0","0","0","0","3","","","","","","112732714","6.25913","7.13713","1.1","2012","4687","thing","Nekojima","1","5","30","30","15","2023","2,3,4,5","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Neptun","164237","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","131802792","5.66888","6.55369","2.5667","7025","1229","thing","Neptun","3","5","45","45","45","2014","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Queen Games","Dutch; English; French; German; Spanish","2014","Multilingual first edition"
"New Frontiers","255692","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","94009400","6.71097","7.38348","2.9615","898","5888","thing","New Frontiers","2","5","75","75","45","2019","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Gigamic; Rio Grande Games","French","2019","French edition"
"New York Zoo","300877","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","131497334","6.68965","7.00076","1.9673","936","18627","thing","New York Zoo","1","5","60","60","30","2020","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Super Meeple","French","2020","French edition"
"Newton","244711","8","2","0","1","0","0","0","0","0","0","0","1","","","","","","52993126","7.02696","7.49631","3.3693","472","10522","thing","Newton","1","4","90","90","90","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A3","2024-09-17","","","",""
"Newton: Great Discoveries Expansion","286287","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96890024","5.79162","7.74715","3","0","1808","thing","Newton: Great Discoveries Expansion","1","4","90","0","90","2019","1,2,3,4","2","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Cranio Creations","English","2019","English edition"
"Newton: New Horizon","363526","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96890014","5.61019","7.72094","2.5","0","1328","thing","Newton: New Horizon","1","4","90","90","90","2023","1,2,3,4","2","","","","","","","","expansion","","","","","","","","","","","","Cranio Creations","English; Italian","2023","English/Italian edition"
"Newton: Robert Hooke Promo Card","265290","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96890029","5.59262","7.28604","2","0","1040","thing","Newton: Robert Hooke Promo Card","1","4","90","90","90","2018","1,2,3,4","2,3","","","","","","","","expansion","","","","","","","","","","","","Cranio Creations","English","2018","English edition"
"Newton: Stephen Hawking Promo Card","265291","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96890031","5.59796","7.29989","2","0","1114","thing","Newton: Stephen Hawking Promo Card","1","4","90","90","90","2018","1,2,3,4","2,3","","","","","","","","expansion","","","","","","","","","","","","Cranio Creations","English","2018","English edition"
"Newton: Sun Set Promo","363525","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","96890019","5.55842","7.53257","1","0","915","thing","Newton: Sun Set Promo","1","4","90","90","90","2022","","","","","","","","","","expansion","","","","","","","","","","","","Cranio Creations","English","2022","English edition"
"Next Station: London","353545","7","4","0","1","0","0","0","0","0","0","0","3","","","","","","100541903","6.93613","7.41316","1.4857","581","13450","thing","Next Station: London","1","4","30","30","25","2022","1,2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Blue Orange Games","English; French","2022","English/French edition"
"Next Station: Tokyo","380165","0","0","0","1","0","0","0","0","0","0","0","3","La Pioche","","","","","115429910","6.35888","7.16079","1.8305","1691","4815","thing","Next Station: Tokyo","1","4","30","30","25","2023","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Blue Orange (EU)","Dutch; English; French; German; Italian; Spanish","2023","Multilingual edition"
"Nidavellir","293014","8","13","0","1","0","0","0","0","0","0","0","3","EspaceJeux","","","","","76234353","7.26619","7.55163","2.1159","259","20966","thing","Nidavellir","2","5","45","45","45","2020","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A1","2024-09-12","GRRRE Games","English; French","2020","English/French edition"
"Nidavellir: Thingvellir","326984","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","78440932","6.29953","7.7237","2.4815","0","6194","thing","Nidavellir: Thingvellir","2","5","45","45","45","2020","2,3,4,5","3","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","GRRRE Games","French","2020","French edition"
"Nippon: Zaibatsu","434367","9","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","134751099","6.87886","8.53488","3.6078","642","4718","thing","Nippon: Zaibatsu","1","4","120","120","60","2026","1,2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","CrowD Games","English","2026","English Emperor's edition"
"Notre Dame","25554","8","4","0","1","0","0","0","0","0","0","0","3","","","","","","18539871","7.02997","7.30822","2.74","467","14254","thing","Notre Dame","2","5","75","75","45","2007","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B3","2024-09-17","","","",""
"Nova Roma","370789","7.5","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","108652414","6.27449","7.65517","3.2353","1967","2490","thing","Nova Roma","1","4","120","120","60","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","25th Century Games; Half-a-Kingdom Games","English","2024","English edition"
"Obsession","231733","8","5","0","1","0","0","0","0","0","0","0","1","La Pioche","","","","","64068432","7.72004","8.07758","3.1146","66","25826","thing","Obsession","1","4","90","90","30","2023","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","20X5","2024-09-09","Super Meeple","French","2023","French edition"
